,0
0,1647727.5543442606
1,1645745.3713442606
2,1645557.9813442605
3,1645557.9813442605
4,1645557.9813442605
5,1645557.9813442605
6,1645557.9813442605
7,1648150.9363442601
8,1646252.1203442605
9,1659497.1633442603
10,1652060.7313442605
11,1651330.255344261
12,1651330.255344261
13,1651330.255344261
14,1651330.255344261
15,1651330.255344261
16,1651330.255344261
17,1651330.255344261
18,1651330.255344261
19,1651330.255344261
20,1651330.255344261
21,1651330.255344261
22,1651330.255344261
23,1651330.255344261
24,1651330.255344261
25,1651330.255344261
26,1651330.255344261
27,1651330.255344261
28,1651330.255344261
29,1651330.255344261
30,1651330.255344261
31,1651330.255344261
32,1651330.255344261
33,1651330.255344261
34,1651330.255344261
35,1651330.255344261
36,1651330.255344261
37,1651330.255344261
38,1651330.255344261
39,1651330.255344261
40,1651330.255344261
41,1651330.255344261
42,1651330.255344261
43,1651330.255344261
44,1651330.255344261
45,1651330.255344261
46,1651330.255344261
47,1651330.255344261
48,1651330.255344261
49,1651330.255344261
50,1651330.255344261
51,1651330.255344261
52,1651330.255344261
53,1651330.255344261
54,1651330.255344261
55,1651330.255344261
56,1651330.255344261
57,1658746.3003442616
58,1658583.7743442617
59,1658583.7743442617
60,1658583.7743442617
61,1658583.7743442617
62,1658583.7743442617
