,0
0,5665.716010828037
1,631.0503445405047
2,18208.886445378652
3,7671.990531785414
4,10631.509345979895
5,616.6198007597122
6,11441.524546615314
7,-22.525998482713476
8,4626.658707288327
9,-2628.447331176605
10,1932.0899931618478
11,-5830.775905506685
12,1580.6011673931498
13,-4062.9354714045767
14,5193.575110509759
15,-3066.614937545499
16,-4941.332246122416
17,-3580.657456310233
18,-6014.825275076553
19,-7024.992952583358
20,6618.518367830198
21,-2661.4009363197256
22,11147.530252185883
23,2875.2170270921197
24,1671.7124016697053
25,-4785.572515855078
26,6725.636869769311
27,-853.664031825494
28,7600.06083692098
29,-2790.888819997199
30,552.704887869535
31,-1.700164714595303
32,-2560.431417133892
33,-570.2310989359394
34,254.67715801019222
35,-4005.833004615968
36,-1095.7378934728913
37,-2920.5571341600735
38,5540.931147441035
39,-745.9408764450345
40,-2580.2770964249503
41,-1073.2372668385506
42,5309.447269898839
43,3360.7600976130925
44,-458.0004087504931
45,2999.9592214771546
46,-26551.126463419758
47,14467.830253783148
48,-20359.53722479008
49,-2866.86034394172
50,8718.427049790509
51,-7633.266737730941
52,-69.8514972825069
53,67.65714871324599
54,9401.342448202195
55,6483.0215588361025
56,-8961.789682125673
57,-14483.672637982061
58,8496.139732739888
59,11684.630958457245
60,-11994.655431052204
61,11604.031384960748
