,0
0,868.9720000002999
1,1866.9330000001937
2,1201.9139999998733
3,1547.4560000000056
4,-137.97399999992922
5,-4006.9809999999125
6,450.658000000054
7,11443.569000000134
8,7971.117000000086
9,25336.581479999935
10,-22008.70468999981
11,4068.7881499996874
12,4015.2511800001375
13,10040.448640000075
14,-23671.530300000217
15,2273.2710500000976
16,22989.210579999955
17,-114.98087999993004
18,5241.812949999934
19,10541.550680000102
20,4878.399999999907
21,-5929.2599999997765
22,-15877.90000000014
23,-485.63999999989755
24,-640.0200000000186
25,25722.459999999963
26,10075.879999999888
27,-9379.879999999888
28,31826.739999999758
29,-1849.4999999997672
30,5903.560000000056
31,-2336.9600000001956
32,10186.100000000093
33,4020.8599999998696
34,-2553.219999999972
35,-4223.819999999832
36,-2263.280000000028
37,10530.459999999963
38,-9077.860000000102
39,-2086.0800000000745
40,-3405.779999999795
41,-16796.459999999963
42,-230.52000000001863
43,24694.07999999984
44,5308.380000000354
45,6427.85999999987
46,2299.4199999996927
47,10415.020000000251
48,6209.679999999935
49,-1738.0800000000745
50,-9599.059999999823
51,18210.179999999935
52,-29503.419999999925
53,-858.3600000001024
54,16819.439999999944
55,-5784.800000000047
56,6588.200000000186
57,10425.179999999935
58,22330.800000000047
59,-2010.0800000000745
60,-1824.7252199999057
61,0.0
