,0
0,-6911.893738590181
1,8597.237381920451
2,-1273.6222717703786
3,-2090.751435163431
4,10620.078164449427
5,1209.5525413497817
6,2704.5013790642843
7,782.4765315211844
8,-4474.6881260187365
9,6117.17609036318
10,-14355.183883300517
11,-1102.8642900001723
12,-6687.941309999442
13,14857.397269999608
14,-4583.0127999999095
15,1719.3448200002313
16,-1413.8063000002876
17,538.9829999997746
18,1266.2150000000838
19,3405.466999999713
20,-111.74500000011176
21,1673.2250000000931
22,1687.844000000041
23,-1994.7388000001665
24,-2121.065910000121
25,-12849.806969999801
26,3465.432299999986
27,9309.284570000134
28,889.1097099997569
29,887.9413800002076
30,-17418.62479000003
31,-4592.020000000019
32,1008.9199999999255
33,11533.420000000158
34,-2891.070000000298
35,-645.7299999999814
36,993.6100000001024
37,3083.7999999998137
38,5046.679999999935
39,1009.9000000001397
40,2259.4799999999814
41,2481.4900000002235
42,-10837.080000000075
43,3086.9199999999255
44,3012.6700000001583
45,-403.3700000003446
46,14707.690000000177
47,1109.190000000177
48,3697.1699999999255
49,3941.3899999996647
50,6104.070000000298
51,4457.899999999907
52,3269.9499999999534
53,3007.810000000056
54,-4135.199999999953
55,188.87999999988824
56,-4413.010000000009
57,-317.72999999974854
58,4097.910000000149
59,2479.6699999996927
60,661.7600000000093
61,5959.469999999972
