,0
0,5049.293691011146
1,-9359.357383320807
2,1404.9892895128578
3,-762.1880956005771
4,9038.928719511721
5,9893.008913684404
6,641.3465189605486
7,-627.582647260977
8,5231.686847420642
9,1322.2307089720853
10,529.5971999105532
11,-4349.189580319682
12,2447.9101861701347
13,-2043.6200862003025
14,805.4497866812162
15,5419.872307212558
16,-10598.136938081821
17,-5033.7550797984
18,4700.186258291826
19,-10319.418582918122
20,-6586.304304183228
21,-2132.9675125265494
22,3607.2185246946756
23,-2098.8801375792827
24,13544.897875203518
25,-11594.708980426658
26,904.1079814443365
27,-13392.333083011792
28,11947.273432259331
29,-10165.950443629641
30,-2000.4397314132657
31,568.4802104058908
32,5554.903135252767
33,1143.356042244006
34,11544.563580329996
35,9228.076365046436
36,-3255.380356631009
37,2393.87149222428
38,-4065.072324928129
39,411.2742062951438
40,4419.7970019329805
41,-855.345664124703
42,6404.918865173124
43,135.40132865100168
44,2757.0012651318684
45,-2378.8300256028306
46,-3457.683307607658
47,-6646.232451136457
48,-4844.528321063379
49,-2796.466457136441
50,5259.4005866635125
51,-2214.9620443622116
52,6202.747089903336
53,2653.9118334432133
54,-1039.885377631057
55,13982.632502669701
56,-41476.30507033155
57,-15719.30017322395
58,10682.945603230735
59,16982.04980119504
60,15310.488335583592
61,994.9073663514573
