,0
0,-34277.12792049209
1,5895.402857908979
2,25257.602158514783
3,-10031.396394740324
4,13943.782244449016
5,-3841.1971996999346
6,12007.125947302906
7,7602.942495979834
8,-6401.622952112462
9,-1933.5470111852046
10,-1656.6870521991514
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,505.75399999972433
29,-133.88499999954365
30,-188.38899999996647
31,2790.666000000201
32,-2903.7959999998566
33,798.1269999998622
34,-3259.1059999999125
35,-1255.4809999999125
36,-14161.293999999994
37,14564.710000000196
38,-16522.126999999862
39,9528.693999999901
40,5576.728000000119
41,-4464.791000000201
42,21281.418080000207
43,14852.899999999907
44,5095.470000000205
45,-574.1800000001676
46,-2217.0400000000373
47,-7592.34999999986
48,-1850.3700000001118
49,-3601.1100000001024
50,-8454.21999999974
51,-11210.990000000224
52,-8517.889999999898
53,-13212.869999999879
54,15112.579999999842
55,-17635.459999999963
56,-129.0999999998603
57,-11655.210000000196
58,939.1000000000931
59,5.7299999999813735
60,-1616.5350099999923
61,0.0
